salesDate,sales_year,sales_quarter,sales_month,sales_week,Sales_Fiscal_Quarter,Sales_Fiscal_Year,Sales_Fiscal_Month,Sales_Fiscal_Week
1/15/2008,2008,1,1,3,4,2008,10,43
1/16/2008,2008,1,1,3,4,2008,10,43
1/17/2008,2008,1,1,3,4,2008,10,43
1/18/2008,2008,1,1,3,4,2008,10,43
1/19/2008,2008,1,1,3,4,2008,10,43
1/20/2008,2008,1,1,4,4,2008,10,44
1/21/2008,2008,1,1,4,4,2008,10,44
1/22/2008,2008,1,1,4,4,2008,10,44
1/23/2008,2008,1,1,4,4,2008,10,44
1/24/2008,2008,1,1,4,4,2008,10,44
1/25/2008,2008,1,1,4,4,2008,10,44
1/26/2008,2008,1,1,4,4,2008,10,44
1/27/2008,2008,1,1,5,4,2008,10,45
1/28/2008,2008,1,1,5,4,2008,10,45
1/29/2008,2008,1,1,5,4,2008,10,45
1/30/2008,2008,1,1,5,4,2008,10,45
1/31/2008,2008,1,1,5,4,2008,10,45
2/1/2008,2008,1,2,5,4,2008,11,45
2/2/2008,2008,1,2,5,4,2008,11,45
2/3/2008,2008,1,2,6,4,2008,11,46
2/4/2008,2008,1,2,6,4,2008,11,46
2/5/2008,2008,1,2,6,4,2008,11,46
2/6/2008,2008,1,2,6,4,2008,11,46
2/7/2008,2008,1,2,6,4,2008,11,46
2/8/2008,2008,1,2,6,4,2008,11,46
2/9/2008,2008,1,2,6,4,2008,11,46
2/10/2008,2008,1,2,7,4,2008,11,47
2/11/2008,2008,1,2,7,4,2008,11,47
2/12/2008,2008,1,2,7,4,2008,11,47
2/13/2008,2008,1,2,7,4,2008,11,47
2/14/2008,2008,1,2,7,4,2008,11,47
2/15/2008,2008,1,2,7,4,2008,11,47
2/16/2008,2008,1,2,7,4,2008,11,47
2/17/2008,2008,1,2,8,4,2008,11,48
2/18/2008,2008,1,2,8,4,2008,11,48
2/19/2008,2008,1,2,8,4,2008,11,48
2/20/2008,2008,1,2,8,4,2008,11,48
2/21/2008,2008,1,2,8,4,2008,11,48
2/22/2008,2008,1,2,8,4,2008,11,48
2/23/2008,2008,1,2,8,4,2008,11,48
2/24/2008,2008,1,2,9,4,2008,11,49
2/25/2008,2008,1,2,9,4,2008,11,49
2/26/2008,2008,1,2,9,4,2008,11,49
2/27/2008,2008,1,2,9,4,2008,11,49
2/28/2008,2008,1,2,9,4,2008,11,49
2/29/2008,2008,1,2,9,4,2008,11,49
3/1/2008,2008,1,3,9,4,2008,12,49
3/2/2008,2008,1,3,10,4,2008,12,50
3/3/2008,2008,1,3,10,4,2008,12,50
3/4/2008,2008,1,3,10,4,2008,12,50
3/5/2008,2008,1,3,10,4,2008,12,50
3/6/2008,2008,1,3,10,4,2008,12,50
3/7/2008,2008,1,3,10,4,2008,12,50
3/8/2008,2008,1,3,10,4,2008,12,50
3/9/2008,2008,1,3,11,4,2008,12,51
3/10/2008,2008,1,3,11,4,2008,12,51
3/11/2008,2008,1,3,11,4,2008,12,51
3/12/2008,2008,1,3,11,4,2008,12,51
3/13/2008,2008,1,3,11,4,2008,12,51
3/14/2008,2008,1,3,11,4,2008,12,51
3/15/2008,2008,1,3,11,4,2008,12,51
3/16/2008,2008,1,3,12,4,2008,12,52
3/17/2008,2008,1,3,12,4,2008,12,52
3/18/2008,2008,1,3,12,4,2008,12,52
3/19/2008,2008,1,3,12,4,2008,12,52
3/20/2008,2008,1,3,12,4,2008,12,52
3/21/2008,2008,1,3,12,4,2008,12,52
3/22/2008,2008,1,3,12,4,2008,12,52
3/23/2008,2008,1,3,13,4,2008,12,1
3/24/2008,2008,1,3,13,4,2008,12,1
3/25/2008,2008,1,3,13,4,2008,12,1
3/26/2008,2008,1,3,13,4,2008,12,1
3/27/2008,2008,1,3,13,4,2008,12,1
3/28/2008,2008,1,3,13,4,2008,12,1
3/29/2008,2008,1,3,13,4,2008,12,1
3/30/2008,2008,1,3,14,4,2008,12,2
3/31/2008,2008,1,3,14,4,2008,12,2
4/1/2008,2008,2,4,14,1,2008,1,2
4/2/2008,2008,2,4,14,1,2008,1,2
4/3/2008,2008,2,4,14,1,2008,1,2
4/4/2008,2008,2,4,14,1,2008,1,2
4/5/2008,2008,2,4,14,1,2008,1,2
4/6/2008,2008,2,4,15,1,2008,1,3
4/7/2008,2008,2,4,15,1,2008,1,3
4/8/2008,2008,2,4,15,1,2008,1,3
4/9/2008,2008,2,4,15,1,2008,1,3
4/10/2008,2008,2,4,15,1,2008,1,3
4/11/2008,2008,2,4,15,1,2008,1,3
4/12/2008,2008,2,4,15,1,2008,1,3
4/13/2008,2008,2,4,16,1,2008,1,4
4/14/2008,2008,2,4,16,1,2008,1,4
4/15/2008,2008,2,4,16,1,2008,1,4
4/16/2008,2008,2,4,16,1,2008,1,4
4/17/2008,2008,2,4,16,1,2008,1,4
4/18/2008,2008,2,4,16,1,2008,1,4
4/19/2008,2008,2,4,16,1,2008,1,4
4/20/2008,2008,2,4,17,1,2008,1,5
4/21/2008,2008,2,4,17,1,2008,1,5
4/22/2008,2008,2,4,17,1,2008,1,5
4/23/2008,2008,2,4,17,1,2008,1,5
4/24/2008,2008,2,4,17,1,2008,1,5
4/25/2008,2008,2,4,17,1,2008,1,5
4/26/2008,2008,2,4,17,1,2008,1,5
4/27/2008,2008,2,4,18,1,2008,1,6
4/28/2008,2008,2,4,18,1,2008,1,6
4/29/2008,2008,2,4,18,1,2008,1,6
4/30/2008,2008,2,4,18,1,2008,1,6
5/1/2008,2008,2,5,18,1,2008,2,6
5/2/2008,2008,2,5,18,1,2008,2,6
5/3/2008,2008,2,5,18,1,2008,2,6
5/4/2008,2008,2,5,19,1,2008,2,7
5/5/2008,2008,2,5,19,1,2008,2,7
5/6/2008,2008,2,5,19,1,2008,2,7
5/7/2008,2008,2,5,19,1,2008,2,7
5/8/2008,2008,2,5,19,1,2008,2,7
5/9/2008,2008,2,5,19,1,2008,2,7
5/10/2008,2008,2,5,19,1,2008,2,7
5/11/2008,2008,2,5,20,1,2008,2,8
5/12/2008,2008,2,5,20,1,2008,2,8
5/13/2008,2008,2,5,20,1,2008,2,8
5/14/2008,2008,2,5,20,1,2008,2,8
5/15/2008,2008,2,5,20,1,2008,2,8
5/16/2008,2008,2,5,20,1,2008,2,8
5/17/2008,2008,2,5,20,1,2008,2,8
5/18/2008,2008,2,5,21,1,2008,2,9
5/19/2008,2008,2,5,21,1,2008,2,9
5/20/2008,2008,2,5,21,1,2008,2,9
5/21/2008,2008,2,5,21,1,2008,2,9
5/22/2008,2008,2,5,21,1,2008,2,9
5/23/2008,2008,2,5,21,1,2008,2,9
5/24/2008,2008,2,5,21,1,2008,2,9
5/25/2008,2008,2,5,22,1,2008,2,10
5/26/2008,2008,2,5,22,1,2008,2,10
5/27/2008,2008,2,5,22,1,2008,2,10
5/28/2008,2008,2,5,22,1,2008,2,10
5/29/2008,2008,2,5,22,1,2008,2,10
5/30/2008,2008,2,5,22,1,2008,2,10
5/31/2008,2008,2,5,22,1,2008,2,10
6/1/2008,2008,2,6,23,1,2008,3,11
6/2/2008,2008,2,6,23,1,2008,3,11
6/3/2008,2008,2,6,23,1,2008,3,11
6/4/2008,2008,2,6,23,1,2008,3,11
6/5/2008,2008,2,6,23,1,2008,3,11
6/6/2008,2008,2,6,23,1,2008,3,11
6/7/2008,2008,2,6,23,1,2008,3,11
6/8/2008,2008,2,6,24,1,2008,3,12
6/9/2008,2008,2,6,24,1,2008,3,12
6/10/2008,2008,2,6,24,1,2008,3,12
6/11/2008,2008,2,6,24,1,2008,3,12
6/12/2008,2008,2,6,24,1,2008,3,12
6/13/2008,2008,2,6,24,1,2008,3,12
6/14/2008,2008,2,6,24,1,2008,3,12
6/15/2008,2008,2,6,25,1,2008,3,13
6/16/2008,2008,2,6,25,1,2008,3,13
6/17/2008,2008,2,6,25,1,2008,3,13
6/18/2008,2008,2,6,25,1,2008,3,13
6/19/2008,2008,2,6,25,1,2008,3,13
6/20/2008,2008,2,6,25,1,2008,3,13
6/21/2008,2008,2,6,25,1,2008,3,13
6/22/2008,2008,2,6,26,1,2008,3,14
6/23/2008,2008,2,6,26,1,2008,3,14
6/24/2008,2008,2,6,26,1,2008,3,14
6/25/2008,2008,2,6,26,1,2008,3,14
6/26/2008,2008,2,6,26,1,2008,3,14
6/27/2008,2008,2,6,26,1,2008,3,14
6/28/2008,2008,2,6,26,1,2008,3,14
6/29/2008,2008,2,6,27,1,2008,3,15
6/30/2008,2008,2,6,27,1,2008,3,15
7/1/2008,2008,3,7,27,2,2008,4,15
7/2/2008,2008,3,7,27,2,2008,4,15
7/3/2008,2008,3,7,27,2,2008,4,15
7/4/2008,2008,3,7,27,2,2008,4,15
7/5/2008,2008,3,7,27,2,2008,4,15
7/6/2008,2008,3,7,27,2,2008,4,15
7/7/2008,2008,3,7,28,2,2008,4,16
7/8/2008,2008,3,7,28,2,2008,4,16
7/9/2008,2008,3,7,28,2,2008,4,16
7/10/2008,2008,3,7,28,2,2008,4,16
7/11/2008,2008,3,7,28,2,2008,4,16
7/12/2008,2008,3,7,28,2,2008,4,16
7/13/2008,2008,3,7,29,2,2008,4,17
7/14/2008,2008,3,7,29,2,2008,4,17
7/15/2008,2008,3,7,29,2,2008,4,17
7/16/2008,2008,3,7,29,2,2008,4,17
7/17/2008,2008,3,7,29,2,2008,4,17
7/18/2008,2008,3,7,29,2,2008,4,17
7/19/2008,2008,3,7,29,2,2008,4,17
7/20/2008,2008,3,7,30,2,2008,4,18
7/21/2008,2008,3,7,30,2,2008,4,18
7/22/2008,2008,3,7,30,2,2008,4,18
7/23/2008,2008,3,7,30,2,2008,4,18
7/24/2008,2008,3,7,30,2,2008,4,18
7/25/2008,2008,3,7,30,2,2008,4,18
7/26/2008,2008,3,7,30,2,2008,4,18
7/27/2008,2008,3,7,31,2,2008,4,19
7/28/2008,2008,3,7,31,2,2008,4,19
7/29/2008,2008,3,7,31,2,2008,4,19
7/30/2008,2008,3,7,31,2,2008,4,19
7/31/2008,2008,3,7,31,2,2008,4,19
8/1/2008,2008,3,8,31,2,2008,5,19
8/2/2008,2008,3,8,31,2,2008,5,19
8/3/2008,2008,3,8,32,2,2008,5,20
8/4/2008,2008,3,8,32,2,2008,5,20
8/5/2008,2008,3,8,32,2,2008,5,20
8/6/2008,2008,3,8,32,2,2008,5,20
8/7/2008,2008,3,8,32,2,2008,5,20
8/8/2008,2008,3,8,32,2,2008,5,20
8/9/2008,2008,3,8,32,2,2008,5,20
8/10/2008,2008,3,8,33,2,2008,5,21
8/11/2008,2008,3,8,33,2,2008,5,21
8/12/2008,2008,3,8,33,2,2008,5,21
8/13/2008,2008,3,8,33,2,2008,5,21
8/14/2008,2008,3,8,33,2,2008,5,21
8/15/2008,2008,3,8,33,2,2008,5,21
8/16/2008,2008,3,8,33,2,2008,5,21
8/17/2008,2008,3,8,34,2,2008,5,22
8/18/2008,2008,3,8,34,2,2008,5,22
8/19/2008,2008,3,8,34,2,2008,5,22
8/20/2008,2008,3,8,34,2,2008,5,22
8/21/2008,2008,3,8,34,2,2008,5,22
8/22/2008,2008,3,8,34,2,2008,5,22
8/23/2008,2008,3,8,34,2,2008,5,22
8/24/2008,2008,3,8,35,2,2008,5,23
8/25/2008,2008,3,8,35,2,2008,5,23
8/26/2008,2008,3,8,35,2,2008,5,23
8/27/2008,2008,3,8,35,2,2008,5,23
8/28/2008,2008,3,8,35,2,2008,5,23
8/29/2008,2008,3,8,35,2,2008,5,23
8/30/2008,2008,3,8,35,2,2008,5,23
8/31/2008,2008,3,8,36,2,2008,5,24
9/1/2008,2008,3,9,36,2,2008,6,24
9/2/2008,2008,3,9,36,2,2008,6,24
9/3/2008,2008,3,9,36,2,2008,6,24
9/4/2008,2008,3,9,36,2,2008,6,24
9/5/2008,2008,3,9,36,2,2008,6,24
9/6/2008,2008,3,9,36,2,2008,6,24
9/7/2008,2008,3,9,37,2,2008,6,25
9/8/2008,2008,3,9,37,2,2008,6,25
9/9/2008,2008,3,9,37,2,2008,6,25
9/10/2008,2008,3,9,37,2,2008,6,25
9/11/2008,2008,3,9,37,2,2008,6,25
9/12/2008,2008,3,9,37,2,2008,6,25
9/13/2008,2008,3,9,37,2,2008,6,25
9/14/2008,2008,3,9,38,2,2008,6,26
9/15/2008,2008,3,9,38,2,2008,6,26
9/16/2008,2008,3,9,38,2,2008,6,26
9/17/2008,2008,3,9,38,2,2008,6,26
9/18/2008,2008,3,9,38,2,2008,6,26
9/19/2008,2008,3,9,38,2,2008,6,26
9/20/2008,2008,3,9,38,2,2008,6,26
9/21/2008,2008,3,9,39,2,2008,6,27
9/22/2008,2008,3,9,39,2,2008,6,27
9/23/2008,2008,3,9,39,2,2008,6,27
9/24/2008,2008,3,9,39,2,2008,6,27
9/25/2008,2008,3,9,39,2,2008,6,27
9/26/2008,2008,3,9,39,2,2008,6,27
9/27/2008,2008,3,9,39,2,2008,6,27
9/28/2008,2008,3,9,40,2,2008,6,28
9/29/2008,2008,3,9,40,2,2008,6,28
9/30/2008,2008,3,9,40,2,2008,6,28
10/1/2008,2008,4,10,40,3,2008,7,28
10/2/2008,2008,4,10,40,3,2008,7,28
10/3/2008,2008,4,10,40,3,2008,7,28
10/4/2008,2008,4,10,40,3,2008,7,28
10/5/2008,2008,4,10,41,3,2008,7,29
10/6/2008,2008,4,10,41,3,2008,7,29
10/7/2008,2008,4,10,41,3,2008,7,29
10/8/2008,2008,4,10,41,3,2008,7,29
10/9/2008,2008,4,10,41,3,2008,7,29
10/10/2008,2008,4,10,41,3,2008,7,29
10/11/2008,2008,4,10,41,3,2008,7,29
10/12/2008,2008,4,10,42,3,2008,7,30
10/13/2008,2008,4,10,42,3,2008,7,30
10/14/2008,2008,4,10,42,3,2008,7,30
10/15/2008,2008,4,10,42,3,2008,7,30
10/16/2008,2008,4,10,42,3,2008,7,30
10/17/2008,2008,4,10,42,3,2008,7,30
10/18/2008,2008,4,10,42,3,2008,7,30
10/19/2008,2008,4,10,43,3,2008,7,31
10/20/2008,2008,4,10,43,3,2008,7,31
10/21/2008,2008,4,10,43,3,2008,7,31
10/22/2008,2008,4,10,43,3,2008,7,31
10/23/2008,2008,4,10,43,3,2008,7,31
10/24/2008,2008,4,10,43,3,2008,7,31
10/25/2008,2008,4,10,43,3,2008,7,31
10/26/2008,2008,4,10,44,3,2008,7,32
10/27/2008,2008,4,10,44,3,2008,7,32
10/28/2008,2008,4,10,44,3,2008,7,32
10/29/2008,2008,4,10,44,3,2008,7,32
10/30/2008,2008,4,10,44,3,2008,7,32
10/31/2008,2008,4,10,44,3,2008,7,32
11/1/2008,2008,4,11,44,3,2008,8,32
11/2/2008,2008,4,11,45,3,2008,8,33
11/3/2008,2008,4,11,45,3,2008,8,33
11/4/2008,2008,4,11,45,3,2008,8,33
11/5/2008,2008,4,11,45,3,2008,8,33
11/6/2008,2008,4,11,45,3,2008,8,33
11/7/2008,2008,4,11,45,3,2008,8,33
11/8/2008,2008,4,11,45,3,2008,8,33
11/9/2008,2008,4,11,46,3,2008,8,34
11/10/2008,2008,4,11,46,3,2008,8,34
11/11/2008,2008,4,11,46,3,2008,8,34
11/12/2008,2008,4,11,46,3,2008,8,34
11/13/2008,2008,4,11,46,3,2008,8,34
11/14/2008,2008,4,11,46,3,2008,8,34
11/15/2008,2008,4,11,46,3,2008,8,34
11/16/2008,2008,4,11,47,3,2008,8,35
11/17/2008,2008,4,11,47,3,2008,8,35
11/18/2008,2008,4,11,47,3,2008,8,35
11/19/2008,2008,4,11,47,3,2008,8,35
11/20/2008,2008,4,11,47,3,2008,8,35
11/21/2008,2008,4,11,47,3,2008,8,35
11/22/2008,2008,4,11,47,3,2008,8,35
11/23/2008,2008,4,11,48,3,2008,8,36
11/24/2008,2008,4,11,48,3,2008,8,36
11/25/2008,2008,4,11,48,3,2008,8,36
11/26/2008,2008,4,11,48,3,2008,8,36
11/27/2008,2008,4,11,48,3,2008,8,36
11/28/2008,2008,4,11,48,3,2008,8,36
11/29/2008,2008,4,11,48,3,2008,8,36
11/30/2008,2008,4,11,49,3,2008,8,37
12/1/2008,2008,4,12,49,3,2008,9,37
12/2/2008,2008,4,12,49,3,2008,9,37
12/3/2008,2008,4,12,49,3,2008,9,37
12/4/2008,2008,4,12,49,3,2008,9,37
12/5/2008,2008,4,12,49,3,2008,9,37
12/6/2008,2008,4,12,49,3,2008,9,37
12/7/2008,2008,4,12,50,3,2008,9,38
12/8/2008,2008,4,12,50,3,2008,9,38
12/9/2008,2008,4,12,50,3,2008,9,38
12/10/2008,2008,4,12,50,3,2008,9,38
12/11/2008,2008,4,12,50,3,2008,9,38
12/12/2008,2008,4,12,50,3,2008,9,38
12/13/2008,2008,4,12,50,3,2008,9,38
12/14/2008,2008,4,12,51,3,2008,9,39
12/15/2008,2008,4,12,51,3,2008,9,39
12/16/2008,2008,4,12,51,3,2008,9,39
12/17/2008,2008,4,12,51,3,2008,9,39
12/18/2008,2008,4,12,51,3,2008,9,39
12/19/2008,2008,4,12,51,3,2008,9,39
12/20/2008,2008,4,12,51,3,2008,9,39
12/21/2008,2008,4,12,52,3,2008,9,40
12/22/2008,2008,4,12,52,3,2008,9,40
12/23/2008,2008,4,12,52,3,2008,9,40
12/24/2008,2008,4,12,52,3,2008,9,40
12/25/2008,2008,4,12,52,3,2008,9,40
12/26/2008,2008,4,12,52,3,2008,9,40
12/27/2008,2008,4,12,52,3,2008,9,40
12/28/2008,2008,4,12,1,3,2008,9,41
12/29/2008,2008,4,12,1,3,2008,9,41
12/30/2008,2008,4,12,1,3,2008,9,41
12/31/2008,2008,4,12,1,3,2008,9,41
1/1/2009,2009,1,1,1,4,2009,10,41
1/2/2009,2009,1,1,1,4,2009,10,41
1/3/2009,2009,1,1,1,4,2009,10,41
1/4/2009,2009,1,1,2,4,2009,10,42
1/5/2009,2009,1,1,2,4,2009,10,42
1/6/2009,2009,1,1,2,4,2009,10,42
1/7/2009,2009,1,1,2,4,2009,10,42
1/8/2009,2009,1,1,2,4,2009,10,42
1/9/2009,2009,1,1,2,4,2009,10,42
1/10/2009,2009,1,1,2,4,2009,10,42
1/11/2009,2009,1,1,3,4,2009,10,43
1/12/2009,2009,1,1,3,4,2009,10,43
1/13/2009,2009,1,1,3,4,2009,10,43
1/14/2009,2009,1,1,3,4,2009,10,43
1/15/2009,2009,1,1,3,4,2009,10,43
1/16/2009,2009,1,1,3,4,2009,10,43
1/17/2009,2009,1,1,3,4,2009,10,43
1/18/2009,2009,1,1,4,4,2009,10,44
1/19/2009,2009,1,1,4,4,2009,10,44
1/20/2009,2009,1,1,4,4,2009,10,44
1/21/2009,2009,1,1,4,4,2009,10,44
1/22/2009,2009,1,1,4,4,2009,10,44
1/23/2009,2009,1,1,4,4,2009,10,44
1/24/2009,2009,1,1,4,4,2009,10,44
1/25/2009,2009,1,1,5,4,2009,10,45
1/26/2009,2009,1,1,5,4,2009,10,45
1/27/2009,2009,1,1,5,4,2009,10,45
1/28/2009,2009,1,1,5,4,2009,10,45
1/29/2009,2009,1,1,5,4,2009,10,45
1/30/2009,2009,1,1,5,4,2009,10,45
1/31/2009,2009,1,1,5,4,2009,10,45
2/1/2009,2009,1,2,6,4,2009,11,46
2/2/2009,2009,1,2,6,4,2009,11,46
2/3/2009,2009,1,2,6,4,2009,11,46
2/4/2009,2009,1,2,6,4,2009,11,46
2/5/2009,2009,1,2,6,4,2009,11,46
2/6/2009,2009,1,2,6,4,2009,11,46
2/7/2009,2009,1,2,6,4,2009,11,46
2/8/2009,2009,1,2,7,4,2009,11,47
2/9/2009,2009,1,2,7,4,2009,11,47
2/10/2009,2009,1,2,7,4,2009,11,47
2/11/2009,2009,1,2,7,4,2009,11,47
2/12/2009,2009,1,2,7,4,2009,11,47
2/13/2009,2009,1,2,7,4,2009,11,47
2/14/2009,2009,1,2,7,4,2009,11,47
2/15/2009,2009,1,2,8,4,2009,11,48
2/16/2009,2009,1,2,8,4,2009,11,48
2/17/2009,2009,1,2,8,4,2009,11,48
2/18/2009,2009,1,2,8,4,2009,11,48
2/19/2009,2009,1,2,8,4,2009,11,48
2/20/2009,2009,1,2,8,4,2009,11,48
2/21/2009,2009,1,2,8,4,2009,11,48
2/22/2009,2009,1,2,9,4,2009,11,49
2/23/2009,2009,1,2,9,4,2009,11,49
2/24/2009,2009,1,2,9,4,2009,11,49
2/25/2009,2009,1,2,9,4,2009,11,49
2/26/2009,2009,1,2,9,4,2009,11,49
2/27/2009,2009,1,2,9,4,2009,11,49
2/28/2009,2009,1,2,9,4,2009,11,49
3/1/2009,2009,1,3,10,4,2009,12,50
3/2/2009,2009,1,3,10,4,2009,12,50
3/3/2009,2009,1,3,10,4,2009,12,50
3/4/2009,2009,1,3,10,4,2009,12,50
3/5/2009,2009,1,3,10,4,2009,12,50
3/6/2009,2009,1,3,10,4,2009,12,50
3/7/2009,2009,1,3,10,4,2009,12,50
3/8/2009,2009,1,3,11,4,2009,12,51
3/9/2009,2009,1,3,11,4,2009,12,51
3/10/2009,2009,1,3,11,4,2009,12,51
3/11/2009,2009,1,3,11,4,2009,12,51
3/12/2009,2009,1,3,11,4,2009,12,51
3/13/2009,2009,1,3,11,4,2009,12,51
3/14/2009,2009,1,3,11,4,2009,12,51
3/15/2009,2009,1,3,12,4,2009,12,52
3/16/2009,2009,1,3,12,4,2009,12,52
3/17/2009,2009,1,3,12,4,2009,12,52
3/18/2009,2009,1,3,12,4,2009,12,52
3/19/2009,2009,1,3,12,4,2009,12,52
3/20/2009,2009,1,3,12,4,2009,12,52
3/21/2009,2009,1,3,12,4,2009,12,52
3/22/2009,2009,1,3,13,4,2009,12,1
3/23/2009,2009,1,3,13,4,2009,12,1
3/24/2009,2009,1,3,13,4,2009,12,1
3/25/2009,2009,1,3,13,4,2009,12,1
3/26/2009,2009,1,3,13,4,2009,12,1
3/27/2009,2009,1,3,13,4,2009,12,1
3/28/2009,2009,1,3,13,4,2009,12,1
3/29/2009,2009,1,3,14,4,2009,12,2
3/30/2009,2009,1,3,14,4,2009,12,2
3/31/2009,2009,1,3,14,4,2009,12,2
4/1/2009,2009,2,4,14,1,2009,1,2
4/2/2009,2009,2,4,14,1,2009,1,2
4/3/2009,2009,2,4,14,1,2009,1,2
4/4/2009,2009,2,4,14,1,2009,1,2
4/5/2009,2009,2,4,15,1,2009,1,3
4/6/2009,2009,2,4,15,1,2009,1,3
4/7/2009,2009,2,4,15,1,2009,1,3
4/8/2009,2009,2,4,15,1,2009,1,3
4/9/2009,2009,2,4,15,1,2009,1,3
4/10/2009,2009,2,4,15,1,2009,1,3
4/11/2009,2009,2,4,15,1,2009,1,3
4/12/2009,2009,2,4,16,1,2009,1,4
4/13/2009,2009,2,4,16,1,2009,1,4
4/14/2009,2009,2,4,16,1,2009,1,4
4/15/2009,2009,2,4,16,1,2009,1,4
4/16/2009,2009,2,4,16,1,2009,1,4
4/17/2009,2009,2,4,16,1,2009,1,4
4/18/2009,2009,2,4,16,1,2009,1,4
4/19/2009,2009,2,4,17,1,2009,1,5
4/20/2009,2009,2,4,17,1,2009,1,5
4/21/2009,2009,2,4,17,1,2009,1,5
4/22/2009,2009,2,4,17,1,2009,1,5
4/23/2009,2009,2,4,17,1,2009,1,5
4/24/2009,2009,2,4,17,1,2009,1,5
4/25/2009,2009,2,4,17,1,2009,1,5
4/26/2009,2009,2,4,18,1,2009,1,6
4/27/2009,2009,2,4,18,1,2009,1,6
4/28/2009,2009,2,4,18,1,2009,1,6
4/29/2009,2009,2,4,18,1,2009,1,6
4/30/2009,2009,2,4,18,1,2009,1,6
5/1/2009,2009,2,5,18,1,2009,2,6
5/2/2009,2009,2,5,18,1,2009,2,6
5/3/2009,2009,2,5,19,1,2009,2,7
5/4/2009,2009,2,5,19,1,2009,2,7
5/5/2009,2009,2,5,19,1,2009,2,7
5/6/2009,2009,2,5,19,1,2009,2,7
5/7/2009,2009,2,5,19,1,2009,2,7
5/8/2009,2009,2,5,19,1,2009,2,7
5/9/2009,2009,2,5,19,1,2009,2,7
5/10/2009,2009,2,5,20,1,2009,2,8
5/11/2009,2009,2,5,20,1,2009,2,8
5/12/2009,2009,2,5,20,1,2009,2,8
5/13/2009,2009,2,5,20,1,2009,2,8
5/14/2009,2009,2,5,20,1,2009,2,8
5/15/2009,2009,2,5,20,1,2009,2,8
5/16/2009,2009,2,5,20,1,2009,2,8
5/17/2009,2009,2,5,21,1,2009,2,9
5/18/2009,2009,2,5,21,1,2009,2,9
5/19/2009,2009,2,5,21,1,2009,2,9
5/20/2009,2009,2,5,21,1,2009,2,9
5/21/2009,2009,2,5,21,1,2009,2,9
5/22/2009,2009,2,5,21,1,2009,2,9
5/23/2009,2009,2,5,21,1,2009,2,9
5/24/2009,2009,2,5,22,1,2009,2,10
5/25/2009,2009,2,5,22,1,2009,2,10
5/26/2009,2009,2,5,22,1,2009,2,10
5/27/2009,2009,2,5,22,1,2009,2,10
5/28/2009,2009,2,5,22,1,2009,2,10
5/29/2009,2009,2,5,22,1,2009,2,10
5/30/2009,2009,2,5,22,1,2009,2,10
5/31/2009,2009,2,5,23,1,2009,2,11
6/1/2009,2009,2,6,23,1,2009,3,11
6/2/2009,2009,2,6,23,1,2009,3,11
6/3/2009,2009,2,6,23,1,2009,3,11
6/4/2009,2009,2,6,23,1,2009,3,11
6/5/2009,2009,2,6,23,1,2009,3,11
6/6/2009,2009,2,6,23,1,2009,3,11
6/7/2009,2009,2,6,24,1,2009,3,12
6/8/2009,2009,2,6,24,1,2009,3,12
6/9/2009,2009,2,6,24,1,2009,3,12
6/10/2009,2009,2,6,24,1,2009,3,12
6/11/2009,2009,2,6,24,1,2009,3,12
6/12/2009,2009,2,6,24,1,2009,3,12
6/13/2009,2009,2,6,24,1,2009,3,12
6/14/2009,2009,2,6,25,1,2009,3,13
6/15/2009,2009,2,6,25,1,2009,3,13
6/16/2009,2009,2,6,25,1,2009,3,13
6/17/2009,2009,2,6,25,1,2009,3,13
6/18/2009,2009,2,6,25,1,2009,3,13
6/19/2009,2009,2,6,25,1,2009,3,13
6/20/2009,2009,2,6,25,1,2009,3,13
6/21/2009,2009,2,6,26,1,2009,3,14
6/22/2009,2009,2,6,26,1,2009,3,14
6/23/2009,2009,2,6,26,1,2009,3,14
6/24/2009,2009,2,6,26,1,2009,3,14
6/25/2009,2009,2,6,26,1,2009,3,14
6/26/2009,2009,2,6,26,1,2009,3,14
6/27/2009,2009,2,6,26,1,2009,3,14
6/28/2009,2009,2,6,27,1,2009,3,15
6/29/2009,2009,2,6,27,1,2009,3,15
6/30/2009,2009,2,6,27,1,2009,3,15
7/1/2009,2009,3,7,27,2,2009,4,15
7/2/2009,2009,3,7,27,2,2009,4,15
7/3/2009,2009,3,7,27,2,2009,4,15
7/4/2009,2009,3,7,27,2,2009,4,15
7/5/2009,2009,3,7,28,2,2009,4,16
7/6/2009,2009,3,7,28,2,2009,4,16
7/7/2009,2009,3,7,28,2,2009,4,16
7/8/2009,2009,3,7,28,2,2009,4,16
7/9/2009,2009,3,7,28,2,2009,4,16
7/10/2009,2009,3,7,28,2,2009,4,16
7/11/2009,2009,3,7,28,2,2009,4,16
7/12/2009,2009,3,7,29,2,2009,4,17
7/13/2009,2009,3,7,29,2,2009,4,17
7/14/2009,2009,3,7,29,2,2009,4,17
7/15/2009,2009,3,7,29,2,2009,4,17
7/16/2009,2009,3,7,29,2,2009,4,17
7/17/2009,2009,3,7,29,2,2009,4,17
7/18/2009,2009,3,7,29,2,2009,4,17
7/19/2009,2009,3,7,30,2,2009,4,18
7/20/2009,2009,3,7,30,2,2009,4,18
7/21/2009,2009,3,7,30,2,2009,4,18
7/22/2009,2009,3,7,30,2,2009,4,18
7/23/2009,2009,3,7,30,2,2009,4,18
